flight_id,airline_name,overall_rating,review_title,review_date,verified,review,aircraft,type_of_traveller,seat_type,route,seat_comfort,cabin_staff_service,food_&_beverages,ground_service,inflight_entertainment,wifi_&_connectivity,value_for_money,recommended,flight_month,flight_year
271,Aer Lingus,4.0,"""leaving their customers hungry""",2022-09-12,True,"  The service on my flights from Washington to Dublin, and back to Washington from Dublin, was minimal. There was one full drink service meal at the beginning of both flights, but only a small snack later. There was no second drink service at all on the flight to Dublin, and only a coffee and tea service on the flight to Washington. The lack of a second drink service was especially bad on the flight to Dublin, since there was a long line at Immigration and I couldn't get my morning caffeine fix until after I claimed my bag and was in the public area of the airport. Aer Lingus is a little bit cheaper than other airlines, but it's still not that cheap - for paying more than $600 roundtrip, I expect that they can offer some coffee and tea or another soda before landing. I think Aer Lingus needs to decide if they want to be a low cost carrier where nothing is free but everything is available for a price, or a full service carrier with commensurate service. The middle ground they are occupying now is leaving their customers hungry and under-caffeinated.",A321,Solo Leisure,Economy Class,Dublin to Washington,2.0,2.0,1.0,2.0,4.0,4.0,2.0,no,September,2022
275,Aer Lingus,6.0,"""there are some frills missing for a business class product""",2022-09-06,False,"  Flew business class to JFK and return from Dublin. The seats are comfortable and good for sleeping. The crew are very friendly. The food is good but there are some frills missing for a business class product. The menu is on a flimsy piece of paper, no wine or drinks list is offered, the table is not covered with a linen cloth as on most other airlines, breakfast on the flight from JFK to Dublin is awful, and no choice is offered other than a terrible bacon roll, awful coffee and freezing fruit plate, this needs to be sorted as most passengers don't order dinner, as they wish to sleep so a nicer breakfast would be much better in my opinion. It's a solid product but has room for improvement.",A330-300,Family Leisure,Business Class,Dublin to New York JFK,4.0,4.0,3.0,3.0,4.0,4.0,4.0,yes,September,2022
284,Aer Lingus,1.0,"""charged me 100 dollars for a carry on""",2022-08-19,True,"  When we checked in at Chicago they charged me 100 dollars for a carry on they claim was too big. My daughter had the same carry on, but a solid green. On the return flight out luggage made it to Dublin, but hers did not make it onto the flight to Chicago. It has been over 72 hours and they are still unable to locate her luggage. Aer Lingus has not been helpful in trying to locate her luggage.",A330/A321,Family Leisure,Economy Class,Chicago to Hamburg via Dublin,2.0,3.0,3.0,1.0,3.0,1.0,2.0,no,August,2022
290,Aer Lingus,1.0,"""basic competence as an airline""",2022-08-11,False,"  The very worst travel experience of our lives. Flight from O'Hare was late to leave, which caused us to miss our also-Aer Lingus connection in Dublin. Flight staff was snippy and unpleasant. When a later-day flight to Amsterdam finally got us there, Aer Lingus had left our luggage in Dublin. This left us trapped at Amsterdam until the day's third flight brought our bag. All in all, what should have been an easy flight with a connection turned I to a 32 hour travel day, most of which spent waiting for Aer Lingus to either show up, find our bag, or otherwise demonstrate basic competence as an airline. Never again.",A330/A320,Couple Leisure,Economy Class,Chicago O'Hare to Amsterdam via Dublin,3.0,1.0,1.0,1.0,1.0,1.0,2.0,no,August,2022
302,Aeroflot Russian Airlines,5.0,"""felt very rushed and unpolished""",2022-01-30,True,"  Aeroflot has set high standards of achieving a 5-star airline status and my expectations significantly increased as a result. Positives included a seamless upgrade from Comfort to Business at LHR, good Plaza Premium lounge, very good miles earning vs redeeming ratio. The A350 hard product is phenomenal, especially on a short London route, and the catering on this flight exceeded the expectations (usually poor hot meal, however, the 4 cheese pappardelle was very good). However, there are two drawbacks on Aeroflot. Firstly, I  dislike Aeroflot’s or SVO’s standard practice of parking planes at the literally remotest ramps possible in -6C and with ice covering the stairs. I understand there maybe logistics issues, but doing so to a premium-heavy flight like London and for their most luxurious widebody is just beyond logic. I am observing that the crew service on the A350 / B777 is poorer than on their other planes. It gave me a feeling that the crew were very much undertrained; as a result the service, although efficient, felt very rushed and unpolished.  I still believe that the Aeroflot Business Class is above any of its European counterparts from the overall package size view, and if one manages to upgrade for miles (amazing redemption value) like I often do, then this product is possibly the best business class. However, full-fare paying passengers might be disappointed, because, in addition to a cutting-edge hard product, for such money, you expect a hospitable and personalised staff service beyond the ‘just tick’ attitude.  Overall, is Aeroflot a good airline, yes. Is Aeroflot a 5-star level airline and is its business class worth paying a full fare, no.",A350-900,Solo Leisure,Business Class,London to Moscow,5.0,2.0,4.0,2.0,5.0,3.0,2.0,no,January,2022
307,Aeroflot Russian Airlines,7.0,"""professional and efficient crew""",2021-09-03,True," Positives: convenient booking via mobile app, very easy to upgrade from Economy to Comfort Class online, stylish new terminal C, professional and efficient crew, excellent business class-level soft product at Premium Economy (proper business class meal with metal cutlery, amenity kit, hot towels, cloth napkins). Drawbacks: B777-300ER in need of refurbishment (hopefully this is coming soon), very hard, wobbly, uncomfortable seats resulting in back pain, unaffordable internet, new terminal severely overcrowded (even worse than in the older Terminal D). Overall, a great product for a 4-hour flight, however, should if it was a long-haul flight, I would have reservations.",Boeing 777-300ER,Business,Premium Economy,Moscow to Larnaca,1.0,4.0,4.0,3.0,4.0,3.0,4.0,yes,September,2021
308,Aeroflot Russian Airlines,2.0,"""lines in Moscow airport are long""",2021-08-28,True,"  Aeroflot has a good planes and good pilots, but the service was pretty bad, the lines in Moscow airport are long and disorganised, in Miami they pushed me to paid an additional PCR for couple hours of my previous test. Flight attendants let people occupy 3 chairs and sleep but you can't sit in the economy seat In front of the toilet because they call it economy comfort. They keep the plane extremely hot, normal in Russia but extremely annoying for non russian. I will avoid it if I can.",A350,Family Leisure,Economy Class,Miami to Moscow,3.0,1.0,4.0,1.0,3.0,1.0,2.0,no,August,2021
326,Aeroflot Russian Airlines,8.0,"""I really liked the service""",2020-04-04,True,  Moscow to Hanoi. I really liked the service. Clean cabin. Nice and comfortable seats. Very punctual. The entertainment had movies and sitcoms in several languages. They offer pillows and blankets. A complimentary amenity kit is offered as well. I liked the menu which was handed out pre flight and the food options. Enjoyed it.,Boeing 777-300ER,Solo Leisure,Economy Class,Moscow to Hanoi,5.0,5.0,4.0,5.0,4.0,1.0,5.0,yes,September,2019
336,Aeroflot Russian Airlines,7.0,"""gave me value for money""",2020-02-07,True,"  New York to Delhi via Moscow. The major reason behind traveling in Aeroflot is cheaper fare for the last minute booking. Although the service quality was not very good it gave me value for money. The check in process was smooth and departing terminal was quite empty. Check in agent was courteous. Cabin crews were helpful but language was the bar.  The food quality was not so good. Particularly for the SVO-DEL flight. Not only the quality, but also quantity was very low.  The inlfight entertainment was not good for non-Russian passengers. lthough they provides Wifi connectivity, but no free data. Also, data was costly. It would be good to have a small amount (may be 20 MB) of free data.",Boeing 777  / A330,Solo Leisure,Economy Class,New York to Delhi via Moscow,4.0,4.0,2.0,5.0,1.0,1.0,5.0,yes,November,2019
376,Aeroflot Russian Airlines,1.0,"""No response from Aeroflot customer service""",2019-07-09,False,"  Berlin to Delhi via Moscow. Will never fly Aeroflot again once this trip is completed. Traveling with 3 kids, they bumped me off my business class confirmed flight, without my consent and without a forwarding confirmed flight. 4 hours waited at the international ticketing desk, in an area with no water/food, with 3 young kids, since according to Russian law to enter the terminal you need to clear immigration and security. Requested/demanded to meet supervisor, was told by staff that they were in another building! Finally get into the terminal and then spend next 10 hours at another information desk in the terminal. With 3 kids this was absolutely one of the worst travel experiences, especially since I paid for business class to have the comfort. They finally put us up in one of the worst hotel rooms imaginable (available only at 10pm), with no ability to upgrade (since we were not in the ‘Russian section’ of the hotel). We were finally able to get out of Moscow the following day, 24hrs later. No response from Aeroflot customer service. Don’t expect one. Don’t think they care either. Just a piece of advice: shell out the extra $200 and get another airline into Delhi. You might end up wasting that money at their airport/hotel etc.",A330,Family Leisure,Business Class,Berlin to Delhi via Moscow,4.0,4.0,2.0,1.0,3.0,3.0,1.0,no,June,2019
402,Aerolineas Argentinas,2.0,"""Non-existent catering"" ",2023-06-25,False,"  Non-existent catering, lousy coffee, a glass of water in plastic elements, non-existent entertainment, and aircraft without USB chargers.  The chaotic checkin, and staff with rude appearances. El catering inexistente, un cafe malísimo, un vaso de agua en elementos de plástico, entretenimiento inexistente, y las aeronaves sin cargadores de USB. El chekin caotico, y personal con unas apariencias maleducados",Boeing 737-800,Couple Leisure,Economy Class,Cordoba to Aeroparque,2.0,1.0,1.0,1.0,1.0,1.0,2.0,yes,June,2023
405,Aerolineas Argentinas,1.0,"""I am disgusted and we will never fly this airline again""",2023-01-28,True,"  After paying over $6K for two business class seats for our honeymoon, we were first told we weren’t able to sit together and that it was our fault because we could have purchased seats ahead of time, even though we could not see anything via the Delta or AA websites that would allow us to change our seats or check in online (also what? We paid business so you mean to tell me there’s even more of a price for seat choice even when you can’t see it online?) Then after an hour and a half wait at the passport control security line (no one seemed to be working at all) an hour and a half delay they had flagged my wife’s boarding pass and made her - a business customer - wait until the entire plane boarded ahead of her before they would let her on the flight. She got on the plane crying. Then the flight attendant was rude about it. I am disgusted and we will never fly this airline again. It’s okay if you’d like to check a passenger again but when they pay for priority and you board the entire plane before them? You are disgraceful. You ruined the last day of our honeymoon and we are disgusted with Delta for connecting us with this airline.",A330,Couple Leisure,Business Class,Buenos Aires to Miami,1.0,1.0,1.0,1.0,2.0,1.0,1.0,no,January,2023
